ExecInstrId,ScalarIPC,ExecIPC,LdStIPC
55525337206244,0.0,0.15789473684210525,0.0
55525337206245,0.0,0.125,0.0
55525337206248,0.0,0.375,0.0
55525337206249,0.0,0.35714285714285715,0.0
55525337206266,0.0,0.26666666666666666,0.0
55525337206267,0.0,0.35714285714285715,0.0
55525337206268,0.0,0.3333333333333333,0.0
55525337206273,0.0,0.2,0.0
55525337206274,0.0,0.3333333333333333,0.0
55525337206275,0.0,0.2631578947368421,0.0
55525337206309,0.0,0.25,0.0
55525337206310,0.0,0.08695652173913043,0.0
55525337206314,0.0,0.1,0.0
55525337206315,0.0,0.07692307692307693,0.0
55525337206337,0.0,0.3333333333333333,0.0
55525337206338,0.0,0.10810810810810811,0.0
55525337206339,0.0,0.11764705882352941,0.0
55525337206342,0.0,0.15789473684210525,0.0
55525337206343,0.0,0.1,0.0
55525337206344,0.0,0.1111111111111111,0.0
55525337206364,0.0,0.42857142857142855,0.0
55525337206365,0.0,0.05128205128205128,0.0
55525337206369,0.0,0.18181818181818182,0.0
55525337206370,0.0,0.05405405405405406,0.0
55525337208095,0.0,0.25,0.0
55525337208096,0.0,0.14285714285714285,0.0
55525337208104,0.0,0.26666666666666666,0.0
55525337208105,0.0,0.11538461538461539,0.0
55525337209268,0.0,0.15789473684210525,0.0
55525337209269,0.0,0.125,0.0
55525337209272,0.0,0.375,0.0
55525337209273,0.0,0.35714285714285715,0.0
55525337209286,0.0,0.26666666666666666,0.0
55525337209287,0.0,0.35714285714285715,0.0
55525337209288,0.0,0.3333333333333333,0.0
55525337209303,0.0,0.2,0.0
55525337209304,0.0,0.3333333333333333,0.0
55525337209305,0.0,0.2631578947368421,0.0
55525337209341,0.0,0.25,0.0
55525337209342,0.0,0.08695652173913043,0.0
55525337209346,0.0,0.1,0.0
55525337209347,0.0,0.07692307692307693,0.0
55525337209379,0.0,0.3333333333333333,0.0
55525337209380,0.0,0.10810810810810811,0.0
55525337209381,0.0,0.11764705882352941,0.0
55525337209388,0.0,0.15789473684210525,0.0
55525337209389,0.0,0.1,0.0
55525337209390,0.0,0.1111111111111111,0.0
55525337209446,0.0,0.42857142857142855,0.0
55525337209447,0.0,0.05128205128205128,0.0
55525337209463,0.0,0.18181818181818182,0.0
55525337209464,0.0,0.05405405405405406,0.0
55525337209558,0.0,0.07407407407407407,0.0
55525337209559,0.0,0.19047619047619047,0.0
55525337209563,0.0,0.19047619047619047,0.0
55525337209564,0.0,0.11538461538461539,0.0
55525337210183,0.0,0.0425531914893617,0.0
55525337210184,0.0,0.35714285714285715,0.0
55525337210196,0.0,0.6,0.0
55525337210197,0.0,0.42857142857142855,0.0
55525337210267,0.0,0.38461538461538464,0.0
55525337210268,0.0,0.375,0.0
55525337210269,0.0,0.2727272727272727,0.0
55525337210277,0.0,0.7142857142857143,0.0
55525337210278,0.0,0.2727272727272727,0.0
55525337210279,0.0,0.2,0.0
55525337210301,0.0,0.625,0.0
55525337210302,0.0,0.08695652173913043,0.0
55525337210311,0.0,0.25,0.0
55525337210312,0.0,0.07692307692307693,0.0
55525337210343,0.0,0.1,0.0
55525337210344,0.0,0.10810810810810811,0.0
55525337210345,0.0,0.11764705882352941,0.0
55525337210356,0.0,0.16666666666666666,0.0
55525337210357,0.0,0.1,0.0
55525337210358,0.0,0.1111111111111111,0.0
55525337210384,0.0,0.23529411764705882,0.0
55525337210385,0.0,0.05128205128205128,0.0
55525337210390,0.0,0.29411764705882354,0.0
55525337210391,0.0,0.05405405405405406,0.0
55525337210476,0.0,0.07407407407407407,0.0
55525337210477,0.0,0.19047619047619047,0.0
55525337210485,0.0,0.19047619047619047,0.0
55525337210486,0.0,0.11538461538461539,0.0
55525337211377,0.0,0.15789473684210525,0.0
55525337211378,0.0,0.125,0.0
55525337211381,0.0,0.375,0.0
55525337211382,0.0,0.35714285714285715,0.0
55525337211388,0.0,0.26666666666666666,0.0
55525337211389,0.0,0.35714285714285715,0.0
55525337211390,0.0,0.3333333333333333,0.0
55525337211393,0.0,0.2,0.0
55525337211394,0.0,0.3333333333333333,0.0
55525337211395,0.0,0.2631578947368421,0.0
55525337211402,0.0,0.25,0.0
55525337211403,0.0,0.08695652173913043,0.0
55525337211407,0.0,0.1,0.0
55525337211408,0.0,0.07692307692307693,0.0
55525337211414,0.0,0.3333333333333333,0.0
55525337211415,0.0,0.10810810810810811,0.0
55525337211416,0.0,0.11764705882352941,0.0
55525337211419,0.0,0.15789473684210525,0.0
55525337211420,0.0,0.1,0.0
55525337211421,0.0,0.1111111111111111,0.0
55525337211428,0.0,0.42857142857142855,0.0
55525337211429,0.0,0.05128205128205128,0.0
55525337211433,0.0,0.18181818181818182,0.0
55525337211434,0.0,0.05405405405405406,0.0
55525337211442,0.0,0.07407407407407407,0.0
55525337211443,0.0,0.19047619047619047,0.0
55525337211447,0.0,0.19047619047619047,0.0
55525337211448,0.0,0.11538461538461539,0.0
55525337211679,0.0,0.0425531914893617,0.0
55525337211680,0.0,0.35714285714285715,0.0
55525337211684,0.0,0.6,0.0
55525337211685,0.0,0.42857142857142855,0.0
55525337211712,0.0,0.38461538461538464,0.0
55525337211713,0.0,0.375,0.0
55525337211714,0.0,0.2727272727272727,0.0
55525337211718,0.0,0.7142857142857143,0.0
55525337211719,0.0,0.2727272727272727,0.0
55525337211720,0.0,0.2,0.0
55525337211734,0.0,0.625,0.0
55525337211735,0.0,0.08695652173913043,0.0
55525337211740,0.0,0.25,0.0
55525337211741,0.0,0.07692307692307693,0.0
55525337211754,0.0,0.1,0.0
55525337211755,0.0,0.10810810810810811,0.0
55525337211756,0.0,0.11764705882352941,0.0
55525337211760,0.0,0.16666666666666666,0.0
55525337211761,0.0,0.1,0.0
55525337211762,0.0,0.1111111111111111,0.0
55525337211776,0.0,0.23529411764705882,0.0
55525337211777,0.0,0.05128205128205128,0.0
55525337211782,0.0,0.29411764705882354,0.0
55525337211783,0.0,0.05405405405405406,0.0
55525337211801,0.0,0.07407407407407407,0.0
55525337211802,0.0,0.19047619047619047,0.0
55525337211806,0.0,0.19047619047619047,0.0
55525337211807,0.0,0.11538461538461539,0.0
55525337212100,0.0,0.15789473684210525,0.0
55525337212101,0.0,0.125,0.0
55525337212104,0.0,0.375,0.0
55525337212105,0.0,0.35714285714285715,0.0
55525337212111,0.0,0.26666666666666666,0.0
55525337212112,0.0,0.35714285714285715,0.0
55525337212113,0.0,0.3333333333333333,0.0
55525337212116,0.0,0.2,0.0
55525337212117,0.0,0.3333333333333333,0.0
55525337212118,0.0,0.2631578947368421,0.0
55525337212125,0.0,0.25,0.0
55525337212126,0.0,0.08695652173913043,0.0
55525337212130,0.0,0.1,0.0
55525337212131,0.0,0.07692307692307693,0.0
55525337212137,0.0,0.3333333333333333,0.0
55525337212138,0.0,0.10810810810810811,0.0
55525337212139,0.0,0.11764705882352941,0.0
55525337212142,0.0,0.15789473684210525,0.0
55525337212143,0.0,0.1,0.0
55525337212144,0.0,0.1111111111111111,0.0
55525337212151,0.0,0.42857142857142855,0.0
55525337212152,0.0,0.05128205128205128,0.0
55525337212156,0.0,0.18181818181818182,0.0
55525337212157,0.0,0.05405405405405406,0.0
55525337212165,0.0,0.07407407407407407,0.0
55525337212166,0.0,0.19047619047619047,0.0
55525337212170,0.0,0.19047619047619047,0.0
55525337212171,0.0,0.11538461538461539,0.0
55525337212394,0.0,0.0425531914893617,0.0
55525337212395,0.0,0.35714285714285715,0.0
55525337212399,0.0,0.6,0.0
55525337212400,0.0,0.42857142857142855,0.0
55525337212427,0.0,0.38461538461538464,0.0
55525337212428,0.0,0.375,0.0
55525337212429,0.0,0.2727272727272727,0.0
55525337212433,0.0,0.7142857142857143,0.0
55525337212434,0.0,0.2727272727272727,0.0
55525337212435,0.0,0.2,0.0
55525337212449,0.0,0.625,0.0
55525337212450,0.0,0.08695652173913043,0.0
55525337212455,0.0,0.25,0.0
55525337212456,0.0,0.07692307692307693,0.0
55525337212469,0.0,0.1,0.0
55525337212470,0.0,0.10810810810810811,0.0
55525337212471,0.0,0.11764705882352941,0.0
55525337212475,0.0,0.16666666666666666,0.0
55525337212476,0.0,0.1,0.0
55525337212477,0.0,0.1111111111111111,0.0
55525337212491,0.0,0.23529411764705882,0.0
55525337212492,0.0,0.05128205128205128,0.0
55525337212497,0.0,0.29411764705882354,0.0
55525337212498,0.0,0.05405405405405406,0.0
55525337212524,0.0,0.07407407407407407,0.0
55525337212525,0.0,0.19047619047619047,0.0
55525337212529,0.0,0.19047619047619047,0.0
55525337212530,0.0,0.11538461538461539,0.0
55525337212830,0.0,0.15789473684210525,0.0
55525337212831,0.0,0.125,0.0
55525337212834,0.0,0.375,0.0
55525337212835,0.0,0.35714285714285715,0.0
55525337212841,0.0,0.26666666666666666,0.0
55525337212842,0.0,0.35714285714285715,0.0
55525337212843,0.0,0.3333333333333333,0.0
55525337212846,0.0,0.2,0.0
55525337212847,0.0,0.3333333333333333,0.0
55525337212848,0.0,0.2631578947368421,0.0
55525337212855,0.0,0.25,0.0
55525337212856,0.0,0.08695652173913043,0.0
55525337212860,0.0,0.1,0.0
55525337212861,0.0,0.07692307692307693,0.0
55525337212867,0.0,0.3333333333333333,0.0
55525337212868,0.0,0.10810810810810811,0.0
55525337212869,0.0,0.11764705882352941,0.0
55525337212872,0.0,0.15789473684210525,0.0
55525337212873,0.0,0.1,0.0
55525337212874,0.0,0.1111111111111111,0.0
55525337212881,0.0,0.42857142857142855,0.0
55525337212882,0.0,0.05128205128205128,0.0
55525337212886,0.0,0.18181818181818182,0.0
55525337212887,0.0,0.05405405405405406,0.0
55525337212895,0.0,0.07407407407407407,0.0
55525337212896,0.0,0.19047619047619047,0.0
55525337212900,0.0,0.19047619047619047,0.0
55525337212901,0.0,0.11538461538461539,0.0
55800215113090,0.0,0.15789473684210525,0.0
55800215113091,0.0,0.125,0.0
55800215113098,0.0,0.375,0.0
55800215113099,0.0,0.35714285714285715,0.0
55800215113113,0.0,0.26666666666666666,0.0
55800215113114,0.0,0.35714285714285715,0.0
55800215113115,0.0,0.3333333333333333,0.0
55800215113118,0.0,0.2,0.0
55800215113119,0.0,0.3333333333333333,0.0
55800215113120,0.0,0.2631578947368421,0.0
55800215113135,0.0,0.25,0.0
55800215113136,0.0,0.08695652173913043,0.0
55800215113143,0.0,0.1,0.0
55800215113144,0.0,0.07692307692307693,0.0
55800215113150,0.0,0.3333333333333333,0.0
55800215113151,0.0,0.10810810810810811,0.0
