CoreId,CoreTypeId,MetricId,MetricName,MetricValue
0,3,52,c_slot_idu_disp_rvecld_ld,144
0,3,53,c_slot_idu_disp_rvecld_ga,0
0,3,54,c_slot_idu_disp_rvecst_st,96
0,3,55,c_slot_idu_disp_rvecst_sc,0
0,3,56,c_slot_idu_disp_rvec_3src,0
0,3,57,c_slot_idu_disp_rvec_2dst,0
0,3,58,c_slot_idu_disp_rvecld_2dst,0
0,3,59,c_slot_idu_disp_rvecex_2dst,0
0,3,60,c_slot_idu_disp_rvecld_512,0
0,3,61,c_slot_idu_disp_rvecst_v2src,0
0,3,62,c_slot_idu_disp_rvecex_v1dst,128
0,3,63,c_slot_idu_disp_rvecex_v2dst,0
0,3,64,c_stat_ldq_busy,1440
0,3,65,c_stat_shq_busy,1440
0,3,66,c_stat_stq_busy,0
0,3,67,c_stat_exq0_busy,208
0,3,68,c_stat_exq1_busy,216
0,3,69,c_stat_vreg_busy,1965
0,3,70,c_stat_preg_busy,1965
0,3,71,c_stat_ldq_used,9378
0,3,72,c_stat_shq_used,14115
0,3,73,c_stat_stq_used,0
0,3,74,c_stat_exq0_used,208
0,3,75,c_stat_exq1_used,216
0,3,76,c_stat_vreg_used,15800
0,3,77,c_stat_preg_used,6055
0,3,78,c_cycle_rvec_busy,2006
0,3,79,c_cycle_rvec_back_busy,1392
0,3,80,c_cycle_rvec_back_send,460
0,3,81,c_cycle_smembar_stall_vld,804
0,3,82,c_cycle_smembar_stall_vst,0
0,3,83,c_cycle_rvec_back_ex_ex_busy,1040
0,3,84,c_cycle_rvec_back_ld_ld_busy,895
0,3,85,c_cycle_rvec_back_ld_ga_busy,0
0,3,86,c_cycle_rvec_back_st_st_busy,1200
0,3,87,c_cycle_rvec_back_st_sc_busy,0
0,3,88,c_instr_exq0_fu_addconv,24
0,3,89,c_instr_exq0_fu_mul,24
0,3,90,c_instr_exq0_fu_mov,48
0,3,91,c_instr_exq0_fu_lut,0
0,3,92,c_instr_exq0_fu_sfu,0
0,3,93,c_instr_exq0_fu_lnexp,16
0,3,94,c_instr_exq0_fu_slide,0
0,3,95,c_instr_exq1_fu_addconv,24
0,3,96,c_instr_exq1_fu_mul,24
0,3,97,c_instr_exq1_fu_mov,48
0,3,98,c_instr_exq1_fu_lut,0
0,3,99,c_instr_exq1_fu_sfu,0
0,3,100,c_instr_exq1_fu_lnexp,16
0,3,101,c_instr_exq1_fu_slide,0
0,3,102,c_instr_exq_single,0
0,3,103,c_time_least_throughput,48
0,3,104,c_fly_exu0_fu_addconv,168
0,3,105,c_fly_exu0_fu_mul,192
0,3,106,c_fly_exu0_fu_mov,288
0,3,107,c_fly_exu0_fu_lut,0
0,3,108,c_fly_exu0_fu_sfu,0
0,3,109,c_fly_exu0_fu_lnexp,264
0,3,110,c_fly_exu0_fu_slide,0
0,3,111,c_fly_exu1_fu_addconv,168
0,3,112,c_fly_exu1_fu_mul,192
0,3,113,c_fly_exu1_fu_mov,288
0,3,114,c_fly_exu1_fu_lut,0
0,3,115,c_fly_exu1_fu_sfu,0
0,3,116,c_fly_exu1_fu_lnexp,264
0,3,117,c_fly_exu1_fu_slide,0
0,3,118,c_busy_exu0_fu_addconv,168
0,3,119,c_busy_exu0_fu_mul,192
0,3,120,c_busy_exu0_fu_mov,279
0,3,121,c_busy_exu0_fu_lut,0
0,3,122,c_busy_exu0_fu_sfu,0
0,3,123,c_busy_exu0_fu_lnexp,264
0,3,124,c_busy_exu0_fu_slide,0
0,3,125,c_busy_exu1_fu_addconv,168
0,3,126,c_busy_exu1_fu_mul,192
0,3,127,c_busy_exu1_fu_mov,279
0,3,128,c_busy_exu1_fu_lut,0
0,3,129,c_busy_exu1_fu_sfu,0
0,3,130,c_busy_exu1_fu_lnexp,264
0,3,131,c_busy_exu1_fu_slide,0
0,3,132,c_exq0_empty,1894
0,3,133,c_exq1_empty,1894
0,3,134,c_cycle_exq0_dst_regport_cflt,0
0,3,135,c_cycle_exq1_dst_regport_cflt,0
0,3,136,c_cycle_exq0_valu_cflt,0
0,3,137,c_cycle_exq1_valu_cflt,0
0,3,138,c_cycle_exq0_valu_cflt_thrput,0
0,3,139,c_cycle_exq1_valu_cflt_thrput,0
0,3,140,c_cycle_exq0_valu_cflt_resc,0
0,3,141,c_cycle_exq1_valu_cflt_resc,0
0,3,142,c_cycle_exq0_src_not_ready_all,0
0,3,143,c_cycle_exq1_src_not_ready_all,0
0,3,144,c_busy_ex_instr,192
0,3,145,c_cycle_stq_st_src_not_ready_all,0
0,3,146,c_cycle_stq_sc_src_not_ready_all,0
0,3,147,c_cycle_stq_ga_src_not_ready_all,0
0,3,148,c_cycle_shq_st_src_not_ready_all,1104
0,3,149,c_cycle_shq_sc_src_not_ready_all,0
0,3,150,c_cycle_shq_ga_src_not_ready_all,0
0,3,151,c_cycle_shq_avail_exq0_empty,886
0,3,152,c_cycle_shq_avail_exq1_empty,886
0,3,153,c_cycle_shq_ex_src_bound_by_ld,752
0,3,154,c_busy_ub_instr,903
0,3,155,c_cycle_ex0_stall_by_membar,0
0,3,156,c_cycle_ex1_stall_by_membar,0
0,3,157,c_shq_busy,1200
0,3,158,c_shq_ex0_busy,998
0,3,159,c_shq_ex1_busy,998
0,3,160,c_shq_ex_busy,1019
0,3,161,c_shq_ex0_issue_eq1,112
0,3,162,c_shq_ex1_issue_eq1,112
0,3,163,c_shq_ex_issue_eq1,160
0,3,164,c_shq_ex_issue_eq2,32
0,3,165,c_shq_st_busy,1200
0,3,166,c_shq_st_issue_eq0,1104
0,3,167,c_shq_st_issue_eq1,96
0,3,168,c_shq_sc_busy,0
0,3,169,c_shq_sc_issue_eq0,0
0,3,170,c_shq_sc_issue_eq1,0
0,3,171,c_shq_st_stall.membar,0
0,3,172,c_shq_sc_stall.membar,0
0,3,173,c_shq_st_sc_stall.membar,0
0,3,174,c_shq_st_stall.fu_cflt,0
0,3,175,c_shq_sc_stall.fu_cflt,0
0,3,176,c_shq_st_sc_stall.fu_cflt,0
0,3,177,c_shq_ga_busy,0
0,3,178,c_shq_ga_issue_eq0,0
0,3,179,c_shq_ga_issue_eq1,0
0,3,180,c_shq_ga_stall.membar,0
0,3,181,c_shq_ga_stall.fu_cflt,0
0,3,182,c_exq0_busy,112
0,3,183,c_exq1_busy,112
0,3,184,c_exq_busy,192
0,3,185,c_exq0_issue_eq0,0
0,3,186,c_exq1_issue_eq0,0
0,3,187,c_exq0_issue_eq1,112
0,3,188,c_exq1_issue_eq1,112
0,3,189,c_exq_issue_eq0,0
0,3,190,c_exq_issue_eq1,0
0,3,191,c_exq0_has_ge2_exq1_has_eq0,0
0,3,192,c_exq1_has_ge2_exq0_has_eq0,0
0,3,193,c_ldq_ld_busy,895
0,3,194,c_ldq_ld_issue_eq0,783
0,3,195,c_ldq_ld_issue_eq1,56
0,3,196,c_ldq_ld_issue_eq2,32
0,3,197,c_ldq_ld_stall.membar,783
0,3,198,c_ldq_ld_stall.fu_cflt,0
0,3,199,c_stq_st_busy,0
0,3,200,c_stq_st_issue_eq0,0
0,3,201,c_stq_st_issue_eq1,0
0,3,202,c_stq_sc_busy,0
0,3,203,c_stq_sc_issue_eq0,0
0,3,204,c_stq_sc_issue_eq1,0
0,3,205,c_stq_ga_busy,0
0,3,206,c_stq_ga_issue_eq0,0
0,3,207,c_stq_ga_issue_eq1,0
0,3,208,c_stq_st_stall.membar,0
0,3,209,c_stq_sc_stall.membar,0
0,3,210,c_stq_st_sc_stall.membar,0
0,3,211,c_stq_ga_stall.membar,0
0,3,212,c_stq_st_stall.fu_cflt,0
0,3,213,c_stq_sc_stall.fu_cflt,0
0,3,214,c_stq_st_sc_stall.fu_cflt,0
0,3,215,c_stq_ga_stall.fu_cflt,0
