Tick,Util,CoreId,CoreTypeId
7426,0.6666666666666666,0,3
7427,0.6666666666666666,0,3
7427,0.6666666666666666,0,3
7427,0.6666666666666666,0,3
7428,0.6666666666666666,0,3
7447,0.6666666666666666,0,3
7448,0.6666666666666666,0,3
7456,1.0,0,3
7460,0.6666666666666666,0,3
7489,1.0,0,3
7493,0.6666666666666666,0,3
7521,1.0,0,3
7522,0.6666666666666666,0,3
7525,1.0,0,3
7526,0.6666666666666666,0,3
7537,0.6666666666666666,0,3
7538,0.6666666666666666,0,3
7594,0.6666666666666666,0,3
7595,0.6666666666666666,0,3
7603,1.0,0,3
7607,0.6666666666666666,0,3
7636,1.0,0,3
7640,0.6666666666666666,0,3
7668,1.0,0,3
7669,0.6666666666666666,0,3
7672,1.0,0,3
7673,0.6666666666666666,0,3
7684,0.6666666666666666,0,3
7685,0.6666666666666666,0,3
7689,0.6666666666666666,0,3
7689,0.6666666666666666,0,3
7690,0.3333333333333333,0,3
7726,0.3333333333333333,0,3
7726,0.6666666666666666,0,3
7726,0.6666666666666666,0,3
7727,0.6666666666666666,0,3
7727,0.6666666666666666,0,3
7727,0.6666666666666666,0,3
7727,0.6666666666666666,0,3
7728,0.6666666666666666,0,3
7728,0.6666666666666666,0,3
7728,0.6666666666666666,0,3
7729,0.6666666666666666,0,3
7729,0.6666666666666666,0,3
7741,0.6666666666666666,0,3
7742,0.6666666666666666,0,3
7750,0.6666666666666666,0,3
7754,0.6666666666666666,0,3
7783,0.6666666666666666,0,3
7785,0.6666666666666666,0,3
7787,0.6666666666666666,0,3
7807,0.6666666666666666,0,3
7807,0.6666666666666666,0,3
7807,0.6666666666666666,0,3
7808,0.3333333333333333,0,3
7808,0.3333333333333333,0,3
7809,0.3333333333333333,0,3
7810,0.3333333333333333,0,3
7815,0.3333333333333333,0,3
7816,0.3333333333333333,0,3
7819,0.3333333333333333,0,3
7820,0.3333333333333333,0,3
7831,0.6666666666666666,0,3
7832,0.3333333333333333,0,3
7888,0.6666666666666666,0,3
7889,0.3333333333333333,0,3
7897,0.3333333333333333,0,3
7901,0.3333333333333333,0,3
7908,0.3333333333333333,0,3
7909,0.3333333333333333,0,3
7910,0.3333333333333333,0,3
7912,0.3333333333333333,0,3
7930,0.3333333333333333,0,3
7934,0.3333333333333333,0,3
7945,0.3333333333333333,0,3
7946,0.3333333333333333,0,3
7947,0.6666666666666666,0,3
7947,0.6666666666666666,0,3
7947,0.6666666666666666,0,3
7948,1.0,0,3
7948,1.0,0,3
7948,1.0,0,3
7948,1.0,0,3
7948,1.0,0,3
7949,1.0,0,3
7949,1.0,0,3
7949,1.0,0,3
7949,1.0,0,3
7949,1.0,0,3
7950,1.0,0,3
7950,1.0,0,3
7962,1.0,0,3
7963,1.0,0,3
7966,1.0,0,3
7967,1.0,0,3
7975,1.0,0,3
7978,1.0,0,3
7979,1.0,0,3
8035,1.0,0,3
8036,1.0,0,3
8044,1.0,0,3
8048,1.0,0,3
8077,1.0,0,3
8081,1.0,0,3
8104,1.0,0,3
8105,1.0,0,3
8106,1.0,0,3
8109,1.0,0,3
8110,1.0,0,3
8113,1.0,0,3
8114,1.0,0,3
8125,1.0,0,3
8126,1.0,0,3
8141,0.6666666666666666,0,3
8142,1.0,0,3
8143,1.0,0,3
