CoreId,CoreTypeId,WindowStartTick,ScalarIPC,ExecIPC,LdStIPC
0,2,6681,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,6681,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,6681,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,6681,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,6681,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,6685,0.375,0.375,0.25
0,2,6686,0.13333333333333333,0.26666666666666666,0.13333333333333333
0,2,6687,0.0625,0.125,0.0625
0,2,6687,0.14285714285714285,0.2857142857142857,0.14285714285714285
0,2,6688,0.14285714285714285,0.35714285714285715,0.07142857142857142
0,2,6689,0.375,0.5,0.125
0,2,6692,0.13333333333333333,0.26666666666666666,0.13333333333333333
0,2,6693,0.13333333333333333,0.2,0.2
0,2,6693,0.25,0.375,0.375
0,2,6694,0.13333333333333333,0.2,0.2
0,2,6695,0.11764705882352941,0.17647058823529413,0.17647058823529413
0,2,6696,0.14285714285714285,0.21428571428571427,0.21428571428571427
0,2,6697,0.375,0.25,0.375
0,2,6698,0.2727272727272727,0.18181818181818182,0.2727272727272727
0,2,6699,0.15,0.1,0.15
0,2,6701,0.1875,0.1875,0.125
0,2,6703,0.13333333333333333,0.26666666666666666,0.13333333333333333
0,2,6703,0.046511627906976744,0.06976744186046512,0.06976744186046512
0,2,6704,0.3333333333333333,0.3333333333333333,0.2222222222222222
0,2,6705,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,6709,0.13333333333333333,0.26666666666666666,0.13333333333333333
0,2,6710,0.2857142857142857,0.5714285714285714,0.2857142857142857
0,2,6711,0.14285714285714285,0.35714285714285715,0.07142857142857142
0,2,6712,0.13333333333333333,0.3333333333333333,0.06666666666666667
0,2,6712,0.13333333333333333,0.3333333333333333,0.06666666666666667
0,2,6713,0.14285714285714285,0.42857142857142855,0.0
0,2,6716,0.05555555555555555,0.3333333333333333,0.05555555555555555
0,2,6716,0.05263157894736842,0.2631578947368421,0.10526315789473684
0,2,6717,0.045454545454545456,0.18181818181818182,0.13636363636363635
0,2,6719,0.0,0.14285714285714285,0.14285714285714285
0,2,6720,0.0,0.1111111111111111,0.18518518518518517
0,2,6720,0.0,0.07142857142857142,0.21428571428571427
0,2,6721,0.0,0.02,0.14
0,2,6725,0.0,0.037037037037037035,0.25925925925925924
0,2,6726,0.0,0.07407407407407407,0.2222222222222222
0,2,6730,0.0,0.06896551724137931,0.20689655172413793
0,2,6737,0.0,0.08695652173913043,0.2608695652173913
0,2,6738,0.0,0.07692307692307693,0.23076923076923078
0,2,6738,0.0,0.06060606060606061,0.18181818181818182
0,2,6740,0.0,0.029850746268656716,0.08955223880597014
0,2,6744,0.0,0.075,0.125
0,2,6745,0.0,0.07692307692307693,0.1282051282051282
0,2,6750,0.0,0.07894736842105263,0.13157894736842105
0,2,6751,0.0,0.10810810810810811,0.10810810810810811
0,2,6755,0.0,0.1,0.1
0,2,6762,0.0,0.11764705882352941,0.11764705882352941
0,2,6764,0.0,0.1111111111111111,0.1111111111111111
0,2,6768,0.0,0.1,0.1
0,2,6768,0.0,0.075,0.125
0,2,6781,0.0,0.07142857142857142,0.21428571428571427
0,2,6781,0.0,0.04878048780487805,0.14634146341463414
0,2,6786,0.0,0.05405405405405406,0.16216216216216217
0,2,6787,0.0,0.047619047619047616,0.14285714285714285
0,2,6791,0.0,0.05128205128205128,0.15384615384615385
0,2,6798,0.0,0.05405405405405406,0.16216216216216217
0,2,6798,0.0,0.05405405405405406,0.16216216216216217
0,2,6798,0.0,0.05405405405405406,0.16216216216216217
0,2,6798,0.0,0.05405405405405406,0.16216216216216217
0,2,7342,0.25,0.25,0.5
0,2,7342,0.25,0.25,0.5
0,2,7342,0.25,0.25,0.5
0,2,7342,0.25,0.25,0.5
0,2,7342,0.25,0.25,0.5
0,2,7347,0.07142857142857142,0.21428571428571427,0.2857142857142857
0,2,7347,0.06666666666666667,0.26666666666666666,0.2
0,2,7348,0.05,0.2,0.15
0,2,7348,0.047619047619047616,0.14285714285714285,0.19047619047619047
0,2,7348,0.038461538461538464,0.11538461538461539,0.15384615384615385
0,2,7348,0.038461538461538464,0.11538461538461539,0.15384615384615385
0,2,7348,0.038461538461538464,0.11538461538461539,0.15384615384615385
0,2,7348,0.038461538461538464,0.11538461538461539,0.15384615384615385
0,2,7673,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,7673,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,7673,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,7673,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,7673,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,7677,0.375,0.375,0.25
0,2,7678,0.13333333333333333,0.26666666666666666,0.13333333333333333
0,2,7679,0.0625,0.125,0.0625
0,2,7679,0.14285714285714285,0.2857142857142857,0.14285714285714285
0,2,7680,0.14285714285714285,0.35714285714285715,0.07142857142857142
0,2,7681,0.375,0.5,0.125
0,2,7684,0.13333333333333333,0.26666666666666666,0.13333333333333333
0,2,7685,0.13333333333333333,0.2,0.2
0,2,7685,0.25,0.375,0.375
0,2,7686,0.13333333333333333,0.2,0.2
0,2,7687,0.11764705882352941,0.17647058823529413,0.17647058823529413
0,2,7688,0.14285714285714285,0.21428571428571427,0.21428571428571427
0,2,7689,0.375,0.25,0.375
0,2,7690,0.2727272727272727,0.18181818181818182,0.2727272727272727
0,2,7691,0.15,0.1,0.15
0,2,7693,0.1875,0.1875,0.125
0,2,7695,0.13333333333333333,0.26666666666666666,0.13333333333333333
0,2,7695,0.046511627906976744,0.06976744186046512,0.06976744186046512
0,2,7696,0.3333333333333333,0.3333333333333333,0.2222222222222222
0,2,7697,0.15789473684210525,0.15789473684210525,0.10526315789473684
0,2,7701,0.13333333333333333,0.26666666666666666,0.13333333333333333
0,2,7702,0.2857142857142857,0.5714285714285714,0.2857142857142857
0,2,7703,0.14285714285714285,0.35714285714285715,0.07142857142857142
0,2,7704,0.13333333333333333,0.3333333333333333,0.06666666666666667
0,2,7704,0.13333333333333333,0.3333333333333333,0.06666666666666667
0,2,7705,0.14285714285714285,0.42857142857142855,0.0
0,2,7708,0.05555555555555555,0.3333333333333333,0.05555555555555555
0,2,7708,0.05263157894736842,0.2631578947368421,0.10526315789473684
0,2,7709,0.045454545454545456,0.18181818181818182,0.13636363636363635
0,2,7711,0.05555555555555555,0.2222222222222222,0.16666666666666666
0,2,7712,0.037037037037037035,0.1111111111111111,0.14814814814814814
0,2,7712,0.037037037037037035,0.07407407407407407,0.18518518518518517
0,2,7713,0.037037037037037035,0.037037037037037035,0.2222222222222222
0,2,7717,0.021739130434782608,0.0,0.15217391304347827
0,2,7718,0.038461538461538464,0.038461538461538464,0.23076923076923078
0,2,7722,0.043478260869565216,0.08695652173913043,0.21739130434782608
0,2,7729,0.045454545454545456,0.09090909090909091,0.22727272727272727
0,2,7729,0.0,0.08695652173913043,0.2608695652173913
0,2,7730,0.0,0.07692307692307693,0.23076923076923078
0,2,7730,0.0,0.06060606060606061,0.18181818181818182
0,2,7732,0.0,0.029850746268656716,0.08955223880597014
0,2,7736,0.0,0.075,0.125
0,2,7737,0.0,0.07692307692307693,0.1282051282051282
0,2,7742,0.0,0.07894736842105263,0.13157894736842105
0,2,7743,0.0,0.10810810810810811,0.10810810810810811
0,2,7747,0.0,0.1,0.1
0,2,7754,0.0,0.11764705882352941,0.11764705882352941
0,2,7756,0.0,0.1111111111111111,0.1111111111111111
0,2,7760,0.0,0.1,0.1
0,2,7760,0.0,0.075,0.125
0,2,7773,0.0,0.07142857142857142,0.21428571428571427
0,2,7773,0.0,0.04878048780487805,0.14634146341463414
0,2,7778,0.0,0.05405405405405406,0.16216216216216217
0,2,7779,0.0,0.047619047619047616,0.14285714285714285
0,2,7783,0.0,0.05128205128205128,0.15384615384615385
0,2,7790,0.0,0.05405405405405406,0.16216216216216217
0,2,7790,0.0,0.05405405405405406,0.16216216216216217
0,2,7790,0.0,0.05405405405405406,0.16216216216216217
